Venue,Mgr,Sport,LOC,KOP Description,FK,FK2,W,H,D,A sqm,Product Description,Product Finishing/Construction,Unit,Qty,Cost By,Type,KOP Code Tx,Quantity Transferred,Artwork Requested,Artworked,Comments
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 078,Tier Dressing Script Green,1-Oct,,36000,700,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,Level 1 - TDR1
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 079,Tier Dressing Script Green,1-Oct,,28000,700,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,Level 1 - TDR2
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 080,Tier Dressing Script Green,1-Oct,,36000,700,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,Level 1 - TDR3
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 081,Tier Dressing Script Green,1-Oct,,28000,700,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,Level 1 - TDR4
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 087,Scoreboard Script Pandanus,5-Oct,HA/RIG,6900,3760,300,4.14752,Self Adhesive Vinyl,,SQM,4,LOK,,,0,,,4 scoreboards for both Netball & Basketball
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 088,Grandstand Wrap Side Pandanus,All Stands Side,"HA, IN",,,,25,"Fabric, polyester, single sided",,SQM,3,LOK,,,0,,,LHS
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 089,Grandstand Wrap Side Pandanus,All Stands Side,"HA, IN",,,,25,"Fabric, polyester, single sided",,SQM,3,LOK,,,0,,,RHS
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 090,Mascot,4-Sep,,1607,1500,,,Mascot Standee,"(corflute/card) routercut, standee",Item,1,LOK,,,0,,,Workforce Break Area
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 091,Decal Emblem Frosted Medium,13-Sep,,200,275,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,GF lift back panel - 2 lifts
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 092,Decal Tagline Stacked Frosted Extra Large,13-Sep,,317,233,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,GF lift side panels - 2 lifts
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 096,Wall Treatment - Welcome Desk Front,25-Sep,,10000,1200,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MMC Welcome Desk. Structure and dimensions TBC.  Design: Graphic, Script"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 097,Wall Treatment - Welcome Desk Backdrop,1-Oct,,10500,2640,,,Freestanding backdrop,Stretched fabric (sewn with rubber welt) over alloy frame (free standing),SQM,1,LOK,,,0,,,MMC Welcome Desk Backdrop. To be applied below wooden panelling. Design:  bespoke solution that will be designed to incorporate x 4 TV screens Text TBC. Gold Coast Photographic Imagery BEACH Scene.
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 099,Wall Treatment - Ground Floor Circulation,25-Sep,,10113,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"Design: Silhouette, Tagline (similar to Fence Scrim Silhouette design without background)"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 100,Wall Treatment - Ground Floor Circulation,25-Sep,,13544,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Design: Silhouettes Tagline (similar to Fence Scrim Silhouette design without background)
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 101,Wall Treatment - Ground Floor Circulation,25-Sep,,10000,2060,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"Design: Silhouette, Tagline (similar to Fence Scrim Silhouette design without background). Treatment to go LHS & RHS of Aboriginal Print.  Continuous design from 099 and 100."
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 102,custom - Main Media Backdrop Script Wave,28-Sep,,10500,2400,,,Freestanding backdrop,Stretched fabric (sewn with rubber welt) over alloy frame (free standing),SQM,1,LOK,,,0,,,
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 103,Media Table Treatment Emblem Ink,20-Sep,,9000,750,750,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 104,Microphone Cover Emblem Full Colour,13-Sep,,50,50,,,Microphone cube,Moulded/Routed polyprop cube,Item,14,LOK,,,0,,,8 x main press table. 6 x roving
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 105,Decal Emblem Frosted Medium,13-Sep,,200,275,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Glass doors exit to MMC outside market
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 106,Decal Tagline Stacked Frosted Extra Large,13-Sep,,317,233,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Glass doors exit to MMC outside market
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 107,Table Skirt Graphic Aqua,16-Nov,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,6,LOK,,,0,,,MPC
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 108,Table Skirt Graphic Pandanus,17-Sep,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,1,LOK,,,0,,,MPC
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 109,Table Skirt Graphic Sun,9-Oct,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,4,LOK,,,0,,,MPC
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 110,Table Skirt Graphic Wing,27-Dec,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,4,LOK,,,0,,,MPC
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 111,Banner Hero Script Wave,25-Sep,,2500,2500,,,"Fabric, polyester, double sided",Hanging,Item,7,LOK,,,0,,,MPC.  Rigged from ceiling with 2m space in between each banner.  Double sided so per sqm rate doubled
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 112,Banner Hero Tagline Pandanus,25-Sep,,2500,2500,,,"Fabric, polyester, double sided",Hanging,Item,7,LOK,,,0,,,MPC.  Rigged from ceiling with 2m space in between each banner.  Double sided so per sqm rate doubled
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 114,Banner Hero Script Sun,25-Sep,,2500,2500,,,"Fabric, polyester, double sided",Hanging,Item,7,LOK,,,0,,,MPC.  Rigged from ceiling with 2m space in between each banner.  Double sided so per sqm rate doubled
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 115,Banner Hero Tagline Wing,25-Sep,,2500,2500,,,"Fabric, polyester, double sided",,Item,7,LOK,,,0,,,MPC.  Rigged from ceiling with 2m space in between each banner.  Double sided so per sqm rate doubled
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 116,Pull-Up Banner Emblem Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,3,LOK,,,0,,,"MAC x 1, MPC x2"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 117,Pull-Up Banner Emblem Pandanus,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,2,LOK,,,0,,,"MAC x 1, MPC x 1"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 118,Pull-Up Banner Emblem Sun,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,2,LOK,,,0,,,"MAC x 1, MPC x 1"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 119,Pull-Up Banner Emblem Wing,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,2,LOK,,,0,,,"MAC x 1, MPC x 1"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 120,Poster Emblem White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,4,LOK,,,0,,,MPC Lounge
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 121,Poster Tagline Sun,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,2,LOK,,,0,,,MPC Lounge
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 122,Poster Pictogram White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,4,LOK,,,0,,,MPC Lounge
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 123,Poster Tagline Wing,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,2,LOK,,,0,,,MPC Lounge
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 124,Poster Tagline Pandanus,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,2,LOK,,,0,,,MPC Lounge
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 125,Poster Tagline Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,2,LOK,,,0,,,MPC Lounge
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 126,Media Backdrop Script Wave,13-Sep,,5500,2200,,,Freestanding backdrop,Stretched fabric (sewn with rubber welt) over alloy frame (free standing),Item,2,LOK,,,0,,,2 x Conference Rooms
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 127,Media Table Treatment Emblem Ink,21-Sep,,5400,750,750,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,2,LOK,,,0,,,2 x Conference Rooms
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 128,Microphone Cover Emblem Full Colour,13-Sep,,50,50,,,Microphone cube,Moulded/Routed polyprop cube,Item,6,LOK,,,0,,,2 x Conference Rooms
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 129,Tent Header Text Aqua Small,13-Sep,,5000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,Text: Media Accreditation Centre. TBC
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 130,Wall Treatment - MPC,25-Sep,,5000,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design: Photography representing Sun, Graphic Sun. Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 131,Wall Treatment - MPC,25-Sep,,5000,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design: Photography representing Wing, Graphic Wing.  Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 132,Wall Treatment - MPC,25-Sep,,4300,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design: Photography representing Wave, Graphic Wave.  Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 133,Wall Treatment - MPC,25-Sep,,4600,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design: Gold Coast Photography representing Pandanus, Graphic Pandanus.  Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 134,Wall Treatment - MPC,25-Sep,,4150,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design: Photography representing Pandanus, Graphic Pandanus.  Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 135,Wall Treatment - MPC,25-Sep,,11800,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design:  Photography representing Sun, Graphic Sun.  Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 136,Wall Treatment - MPC,25-Sep,,3050,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design: Gold Coast Photography representing Wing, Graphic Wing.  Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 140,Wall Treatment - MPC,25-Sep,,13900,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design: Gold Coast Photography representing Wing, Graphic Wing.  Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 141,Wall Treatment - MPC,25-Sep,,2000,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design: Photography representing Pandanus, Graphic Pandanus.  Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 142,Wall Treatment - MPC,25-Sep,,17200,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design: Gold Coast Photography representing Wave, Graphic Wave.  Design to wrap around corner (front panel is 2500mm x 500mm).  Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 143,Wall Treatment - MPC,25-Sep,,8500,250,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"MPC. Design:  Photography representing Pandanus, Graphic Pandanus.  Placed on middle of wall"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 145,Decal Emblem Frosted Medium,13-Sep,,200,275,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,3,LOK,,,0,,,IBC. On acrylic panels at eye level. Alternate with Tagline Stacked
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 146,Decal Tagline Stacked Frosted Extra Large,13-Sep,,317,233,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,3,LOK,,,0,,,IBC. On acrylic panels at eye level. Alternate with Emblem
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 147,Banner Hero Script Wave,25-Sep,,2500,2500,,,"Fabric, polyester, double sided",,Item,4,LOK,,,0,,,IBC. Rigged from ceiling above centre corridor. Double sided so per sqm rate doubled.
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 148,Banner Hero Tagline Pandanus,25-Sep,,2500,2500,,,"Fabric, polyester, double sided",,Item,4,LOK,,,0,,,IBC. Rigged from ceiling above centre corridor. Double sided so per sqm rate doubled.
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 150,Banner Hero Script Sun,25-Sep,,2500,2500,,,"Fabric, polyester, double sided",,Item,4,LOK,,,0,,,IBC. Rigged from ceiling above centre corridor. Double sided so per sqm rate doubled.
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 151,Banner Hero Tagline Wing,25-Sep,,2500,2500,,,"Fabric, polyester, double sided",,Item,4,LOK,,,0,,,IBC. Rigged from ceiling above centre corridor. Double sided so per sqm rate doubled.
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 152,Tent Header - Text Aqua IBC,26-Sep,,4850,520,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,IBC. Design: 'Booking & Information'  IBC
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 153,Wall Treatment - IBC,25-Sep,,10500,1000,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,IBC. Design: Graphic Wave.  Bottom section of acrylic panels.  Dimensions TBC
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 154,Wall Treatment - IBC,25-Sep,,5250,2400,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"IBC. Design:  Photography representing Wave, Graphic Wave."
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 157,Wall Treatment - IBC,25-Sep,,16000,2400,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"IBC. Design: Gold Coast Photography representing Pandanus, Graphic Pandanus"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 158,Wall Treatment - IBC,25-Sep,,10250,2400,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"IBC. Design:  Photography representing Pandanus, Graphic Pandanus"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 159,Wall Treatment - IBC,25-Sep,,8750,2400,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"IBC. Design: Photography representing Sun, Graphic Sun"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 160,Wall Treatment - IBC,25-Sep,,13000,2400,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"IBC. Design: Photography representing Sun, Graphic Sun"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 161,Wall Treatment - IBC,25-Sep,,10250,2400,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"IBC. Design:  Photography representing Wing, Graphic Wing"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 162,Wall Treatment - IBC,25-Sep,,15250,2400,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"IBC. Design:  Photography representing Wing, Graphic Wing"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 164,Custom - Headers IBC,28-Sep,,4850,520,,,"Corflute, single sided",,SQM,1,LOK,,,0,,,IBC Internal: Text: Broadcast Information
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 165,Custom - Headers MMC,28-Sep,,5000,200,,,"Corflute, single sided",,SQM,6,LOK,,,0,,,"MMC External Retail Signs: Following text required for headers. Text: Laundry and Dry Cleaning, Massage Centre / SPA / Wellness Centre,  General Store,  Pharmacy,  Post office,  Electronic Store,  Gym,  GC2018 Official Shop"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 166,Fence Scrim Script Pink,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,7,LOK,,,0,,,EXTERNAL
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 167,Fence Scrim Script Orange,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,7,LOK,,,0,,,EXTERNAL
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 168,Decal - Backboard Padding Front CGF,28-Sep,,500,500,,,Self Adhesive Vinyl,,Item,2,SPEQ,SPEQ,,0,,,Design: CGF Emblem
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 169,Decal - Backboard Arm,28-Sep,,500,100,,,Self Adhesive Vinyl,,Item,4,SPEQ,SPEQ,,0,,,Design: Hashtag
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 170,Decal - Backboard backstop Script Graphic Logo,28-Sep,,2200,200,,,Self Adhesive Vinyl,,SQM,2,SPEQ,SPEQ,,0,,,Design: Script & Tafe logo
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 173,Custom - Sub Cubes,28-Sep,,500,500,,,Self Adhesive Vinyl,,SQM,4,SPEQ,SPEQ,,0,Y,Y,"Design: Emblem, CGF & Pandanus"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 174,Decal - Basketball Court Centre Circle,25-Sep,,3600,3600,,,Floor Graphic,"temporary, non slip matt lamination applied, trimmed to size",SQM,1,SPEQ,SPEQ,,0,Y,Y,Design: Emblem
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 175,Decal - Basketball Court Sideline,28-Sep,,13400,700,,,Floor Graphic,"temporary, non slip matt lamination applied, trimmed to size",SQM,2,SPEQ,SPEQ,,0,Y,Y,Design: Event Name
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 176,Decal - Basketball Court Endline Script,28-Sep,,8200,1100,,,Floor Graphic,"temporary, non slip matt lamination applied, trimmed to size",SQM,2,SPEQ,SPEQ,,0,Y,Y,Design: Script
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 177,Decal - Basketball Court Restricted Area,28-Sep,,6000,5000,,,Floor Graphic,"temporary, non slip matt lamination applied, trimmed to size",SQM,2,SPEQ,SPEQ,,0,Y,Y,Design: Emerald
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 178,Country Boards,,expand,297,210,,,"Corflute, single sided",,Item,48,SPEQ,SPEQ,,0,Y,,LOKALL. 48 Country names & flags
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 180,Country Boards,,expand,297,210,,,"Corflute, single sided",,Item,36,SPEQ,SPEQ,,0,Y,,LOKALL. 36 Country names & flags
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 183,Custom - Netball Court Goal Third,28-Sep,,3660,5000,,,Floor Graphic,"temporary, non slip matt lamination applied, trimmed to size",SQM,2,SPEQ,SPEQ,,0,Y,Y,"Design: Emblem, & full colour"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 186,Decal Silhouette Pandanus,13-Sep,,710,1680,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,Silhouette: Basketball
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 187,Decal Silhouette Pandanus,13-Sep,,450,1796,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,Silhouette: Netball
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 189,Decal Emblem Pandanus Large,13-Sep,,400,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,GF Lounge
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 190,Decal CGF Full Colour Large,13-Sep,,550,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,GF Lounge
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 191,Athlete Entrance FOP Header Script Pandanus,25-Sep,,10750,1400,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,SQM,3,LOK,,,0,,,Placed below glass panel
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 194,Athlete Entrance FOP Side Graphic Pandanus,25-Sep,,1500,2000,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,SQM,1,LOK,,,0,,,Retain for Basketball
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 195,Athlete Entrance FOP Side Graphic Pandanus,25-Sep,,750,2000,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,SQM,1,LOK,,,0,,,Retain for Basketball
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 196,Table Skirt Graphic Pandanus,18-Sep,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,2,LOK,,,0,,,
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 197,Tier Dressing Script Lime,1-Oct,,21500,1650,,,"Fabric, polyester, single sided",,SQM,2,LOK,,,0,,,Cover from top of railing to floor covering support structure
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 198,Table Skirt Graphic Pandanus,19-Sep,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,1,LOK,,,0,,,Accessible tribune in competition area. Exact location TBC
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 199,Wall Treatment - MPC,1-Oct,,3600,750,,,"Corflute, single sided",,SQM,1,LOK,,,0,,,MPC Technology Desk
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 200,Wall Treatment - MPC,1-Oct,,3600,750,,,"Corflute, single sided",,SQM,1,LOK,,,0,,,MPC CGF Office Desk
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 201,Wall Treatment - MPC,1-Oct,,3600,750,,,"Corflute, single sided",,SQM,1,LOK,,,0,,,MPC News Desk
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 202,Pull-Up Banner Sponsor Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,MPC
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 203,Venue Entrance Header Text Aqua,1-Oct,,5000,500,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Text: Main Press Centre
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 204,Venue Entrance Header Text Aqua,1-Oct,,5000,500,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Text: International Broadcast Centre
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 205,Wall Treatment - Host Broadcast Emblem,25-Sep,,2400,2400,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Design: Host Broadcaster Emblem
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 206,Table Skirt Graphic Aqua,17-Nov,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,4,LOK,,,0,,,Venue Briefing Room
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 207,Table Skirt Graphic Aqua,18-Nov,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,2,LOK,,,0,,,MMC in front of wall treatment 098
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 208,Venue Entrance Header Text Aqua,1-Oct,,16791,1000,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Text: Main Media Centre
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 209,Decal - Backboard Padding Front Logo,28-Sep,,500,500,,,Self Adhesive Vinyl,,Item,2,SPEQ,SPEQ,,0,,,Design: Tafe logo
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 210,Decal - Backboard Padding Front Emblem white,28-Sep,,900,1100,,,Self Adhesive Vinyl,,Item,2,SPEQ,SPEQ,,0,,,Design: Emblem
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 211,Decal - Backboard Padding Side Logo white,28-Sep,,1000,1000,,,Self Adhesive Vinyl,,Item,4,SPEQ,SPEQ,,0,,,Design: Tafe logo. Placed on both sides
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 212,Decal - Backboard backstop Hashtag White,28-Sep,,250,200,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,SPEQ,SPEQ,,0,,,Design: Hashtag
